,0
1231,0
1232,0
1233,1
1234,0
1235,1
1236,1
1237,0
1238,1
1239,0
1240,0
1241,0
1242,1
1243,0
1244,0
1245,0
1246,0
1247,0
1248,1
1249,1
1250,0
1251,1
1252,0
1253,1
1254,1
1255,0
1256,1
1257,0
1258,1
1259,1
1260,0
1261,0
1262,1
1263,1
1264,0
1265,1
1266,1
1267,1
1268,1
1269,0
1270,0
1271,1
1272,0
1273,1
1274,1
1275,0
1276,0
1277,1
1278,0
1279,0
1280,0
1281,1
1282,1
1283,0
1284,1
1285,0
1286,1
1287,0
1288,1
1289,1
1290,1
1291,1
1292,0
1293,1
1294,1
1295,1
1296,1
1297,0
1298,1
1299,0
1300,0
1301,0
1302,0
1303,1
1304,1
1305,1
1306,1
1307,1
1308,0
1309,1
1310,0
1311,0
1312,1
1313,1
1314,1
1315,0
1316,0
1317,0
1318,0
1319,0
1320,1
1321,1
1322,1
1323,1
1324,1
1325,0
1326,1
1327,0
1328,1
1329,1
1330,1
1331,0
1332,1
1333,1
1334,1
1335,0
1336,0
1337,1
1338,0
1339,0
1340,1
1341,1
1342,1
1343,1
1344,1
1345,0
1346,0
1347,0
1348,0
1349,1
1350,0
1351,1
1352,0
1353,1
1354,1
1355,0
1356,0
1357,0
1358,1
1359,0
1360,1
1361,0
1362,0
1363,0
1364,1
1365,0
1366,0
1367,0
1368,1
1369,1
1370,0
1371,0
1372,1
1373,0
1374,1
1375,0
1376,1
1377,1
1378,1
1379,0
1380,1
1381,0
1382,1
1383,1
1384,1
1385,1
1386,1
1387,1
1388,1
1389,0
1390,1
1391,1
1392,0
1393,1
1394,0
1395,1
1396,0
1397,1
1398,1
1399,1
1400,1
1401,1
1402,1
1403,1
1404,1
1405,1
1406,1
1407,0
1408,1
1409,1
1410,1
1411,0
1412,0
1413,1
1414,0
1415,1
1416,0
1417,0
1418,1
1419,0
1420,1
1421,1
1422,0
1423,0
1424,1
1425,0
1426,0
1427,0
1428,0
1429,0
1430,1
1431,1
1432,0
1433,1
1434,1
1435,1
1436,0
1437,1
1438,1
1439,1
1440,1
1441,0
1442,1
1443,0
1444,0
1445,0
1446,0
1447,1
1448,0
1449,0
1450,1
1451,0
1452,1
1453,0
1454,1
1455,0
1456,1
1457,1
1458,1
1459,0
1460,1
1461,1
1462,1
1463,1
1464,0
1465,0
1466,0
1467,1
1468,0
1469,0
1470,1
1471,0
1472,0
1473,1
1474,0
1475,0
1476,0
1477,1
1478,1
1479,1
1480,0
1481,1
1482,0
1483,0
1484,1
1485,1
1486,1
1487,0
1488,1
1489,1
1490,0
1491,1
1492,0
1493,1
1494,1
1495,1
1496,0
1497,0
1498,0
1499,1
1500,0
1501,0
1502,1
1503,1
1504,1
1505,1
1506,0
1507,1
1508,1
1509,1
1510,1
1511,0
1512,0
1513,0
1514,1
1515,1
1516,1
1517,1
1518,0
1519,0
1520,0
1521,0
1522,1
1523,0
1524,1
1525,0
1526,1
1527,0
1528,1
1529,1
1530,1
1531,0
1532,0
1533,0
1534,0
1535,1
1536,0
1537,0
1538,1
1539,1
1540,1
1541,1
1542,0
1543,0
1544,0
1545,1
1546,1
1547,1
1548,0
1549,1
1550,0
1551,1
1552,1
1553,1
1554,1
1555,1
1556,0
1557,1
1558,1
1559,0
1560,1
1561,1
1562,1
1563,0
1564,1
1565,1
1566,0
1567,0
1568,1
1569,1
1570,1
1571,1
1572,0
1573,1
1574,0
1575,0
1576,1
1577,0
1578,1
1579,1
1580,0
1581,0
1582,0
1583,1
1584,0
1585,0
1586,0
1587,0
1588,0
1589,1
1590,1
1591,0
1592,1
1593,0
1594,0
1595,0
1596,1
1597,1
1598,1
1599,0
1600,0
1601,0
1602,1
1603,0
1604,1
1605,1
1606,1
1607,0
1608,1
1609,0
1610,1
1611,1
1612,1
1613,1
1614,1
1615,1
1616,0
1617,1
1618,1
1619,1
1620,1
1621,1
1622,0
1623,1
1624,0
1625,1
1626,1
1627,0
1628,1
1629,0
1630,1
1631,0
1632,1
1633,0
1634,1
1635,1
1636,1
1637,1
1638,0
1639,1
1640,1
1641,0
1642,1
1643,0
1644,0
1645,1
1646,0
1647,1
1648,1
1649,1
1650,1
1651,1
1652,0
1653,0
1654,1
1655,1
1656,0
1657,1
1658,1
1659,1
1660,0
1661,1
1662,1
1663,1
1664,0
1665,0
1666,0
1667,1
1668,1
1669,1
1670,0
1671,1
1672,0
1673,1
1674,1
1675,0
1676,0
1677,1
1678,0
1679,0
1680,0
1681,1
1682,0
1683,1
1684,0
1685,0
1686,0
1687,1
1688,1
1689,0
1690,1
1691,1
1692,0
1693,1
1694,1
1695,1
1696,1
1697,0
1698,1
1699,0
1700,1
1701,0
1702,1
1703,0
1704,1
1705,0
1706,0
1707,1
1708,1
1709,0
1710,1
1711,1
1712,0
1713,1
1714,0
1715,0
1716,1
1717,0
1718,0
1719,1
1720,0
1721,1
1722,1
1723,0
1724,1
1725,1
1726,1
1727,1
1728,1
1729,1
1730,0
1731,0
1732,1
1733,0
1734,0
1735,0
1736,0
1737,1
1738,1
1739,0
1740,0
1741,0
1742,1
1743,0
1744,0
1745,0
1746,1
1747,0
1748,1
1749,1
1750,1
1751,0
1752,0
1753,0
1754,1
1755,1
1756,0
1757,0
1758,1
1759,1
1760,1
1761,1
1762,1
1763,0
1764,1
1765,1
1766,0
1767,1
1768,0
1769,1
1770,0
1771,1
1772,0
1773,0
1774,0
1775,1
1776,1
1777,0
1778,1
1779,0
1780,1
1781,0
1782,0
1783,0
1784,1
1785,1
1786,0
1787,0
1788,1
1789,1
1790,0
1791,0
1792,0
1793,1
1794,1
1795,1
1796,1
1797,1
1798,1
1799,0
1800,1
1801,0
1802,0
1803,0
1804,1
1805,0
1806,1
1807,1
1808,1
1809,1
1810,0
1811,0
1812,1
1813,1
1814,1
1815,1
1816,0
1817,1
1818,0
1819,0
1820,1
1821,1
1822,1
1823,0
1824,1
1825,0
1826,0
1827,1
1828,0
1829,1
1830,1
1831,1
1832,1
1833,1
1834,1
1835,1
1836,1
1837,1
1838,0
1839,1
1840,1
1841,1
1842,1
1843,0
1844,0
1845,1
1846,1
1847,0
1848,0
1849,0
1850,0
1851,1
1852,1
1853,1
1854,1
1855,0
1856,1
1857,1
1858,1
1859,1
1860,1
1861,1
1862,0
1863,0
1864,1
1865,0
1866,0
1867,1
1868,1
1869,1
1870,0
1871,0
1872,0
1873,0
1874,0
1875,1
1876,0
1877,1
1878,1
1879,0
1880,1
1881,1
1882,1
1883,0
1884,1
1885,1
1886,1
1887,0
1888,1
1889,1
1890,0
1891,0
1892,1
1893,0
1894,0
1895,1
1896,0
1897,0
1898,1
1899,1
1900,1
1901,0
1902,0
1903,0
1904,1
1905,1
1906,1
1907,0
1908,1
1909,0
1910,0
1911,0
1912,1
1913,1
1914,1
1915,1
1916,0
1917,0
1918,0
1919,0
1920,0
1921,1
1922,0
1923,0
1924,1
1925,0
1926,0
1927,0
1928,1
1929,1
1930,0
1931,1
1932,0
1933,0
1934,1
1935,1
1936,1
1937,1
1938,0
1939,0
1940,0
1941,1
1942,0
1943,1
1944,1
1945,0
1946,1
1947,1
1948,0
1949,1
1950,0
1951,1
1952,1
1953,0
1954,1
1955,0
1956,1
1957,1
1958,1
1959,1
1960,1
1961,0
1962,0
1963,1
1964,1
1965,0
1966,1
1967,1
1968,1
1969,0
1970,1
1971,1
1972,0
1973,1
1974,1
1975,0
1976,1
1977,0
1978,1
1979,1
1980,0
1981,0
1982,0
1983,0
1984,0
1985,1
1986,1
1987,0
1988,1
1989,0
1990,0
1991,0
1992,1
1993,1
1994,1
1995,1
1996,1
1997,1
1998,0
1999,0
2000,0
2001,0
2002,1
2003,0
2004,1
2005,1
2006,0
2007,0
2008,0
2009,0
2010,1
2011,1
2012,1
2013,0
2014,0
2015,0
2016,0
2017,0
2018,1
2019,1
2020,1
2021,1
2022,0
2023,1
2024,0
2025,0
2026,0
2027,0
2028,0
2029,1
2030,0
2031,0
2032,0
2033,1
2034,1
2035,1
2036,1
2037,1
2038,0
2039,1
2040,1
2041,1
2042,1
2043,1
2044,0
2045,0
2046,0
2047,0
2048,1
2049,1
2050,1
2051,0
2052,1
2053,1
2054,1
2055,0
2056,0
2057,1
2058,1
2059,0
2060,1
2061,1
2062,1
2063,0
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,0
2071,1
2072,1
2073,1
2074,0
2075,0
2076,0
2077,0
2078,0
2079,0
2080,1
2081,1
2082,1
2083,1
2084,0
2085,1
2086,1
2087,1
2088,0
2089,0
2090,1
2091,1
2092,1
2093,1
2094,0
2095,1
2096,1
2097,0
2098,0
2099,1
2100,0
2101,0
2102,0
2103,1
2104,1
2105,0
2106,0
2107,0
2108,0
2109,0
2110,0
2111,1
2112,0
2113,0
2114,0
2115,1
2116,0
2117,0
2118,0
2119,0
2120,0
2121,1
2122,0
2123,1
2124,0
2125,1
2126,0
2127,0
2128,0
2129,1
2130,0
2131,0
2132,1
2133,1
2134,1
2135,0
2136,0
2137,1
2138,0
2139,0
2140,1
2141,0
2142,1
2143,0
2144,1
2145,1
2146,1
2147,1
2148,1
2149,1
2150,1
2151,0
2152,0
2153,0
2154,1
2155,0
2156,0
2157,0
2158,1
2159,1
2160,0
2161,0
2162,0
2163,1
2164,1
2165,1
2166,0
2167,1
2168,0
2169,0
2170,0
2171,1
2172,1
2173,1
2174,1
2175,1
2176,1
2177,0
2178,0
2179,1
2180,0
2181,1
2182,1
2183,1
2184,1
2185,0
2186,1
2187,1
2188,0
2189,0
2190,1
2191,1
2192,1
2193,0
2194,1
2195,1
2196,0
2197,1
2198,1
2199,0
2200,1
2201,1
2202,1
2203,0
2204,1
2205,1
2206,1
2207,1
2208,1
2209,1
2210,0
2211,1
2212,0
2213,1
2214,1
2215,0
2216,1
2217,0
2218,1
2219,1
2220,0
2221,0
2222,1
2223,0
2224,0
2225,1
2226,1
2227,1
2228,1
2229,1
2230,1
2231,1
2232,0
2233,1
2234,0
2235,1
2236,1
2237,0
2238,1
2239,1
2240,0
2241,0
2242,0
2243,1
2244,1
2245,1
2246,1
2247,1
2248,1
2249,1
2250,1
2251,1
2252,1
2253,1
2254,0
2255,0
2256,1
2257,1
2258,1
2259,0
2260,1
2261,0
2262,1
2263,1
2264,0
2265,0
2266,1
2267,1
2268,1
2269,1
2270,1
2271,0
2272,0
2273,0
2274,0
2275,1
2276,1
2277,1
2278,1
2279,1
2280,1
2281,0
2282,0
2283,1
2284,1
2285,0
2286,1
2287,1
2288,0
2289,1
2290,1
2291,0
2292,0
2293,0
2294,0
2295,1
2296,0
2297,1
2298,0
2299,0
2300,1
2301,0
2302,1
2303,1
2304,1
2305,1
2306,1
2307,0
2308,0
2309,0
2310,0
2311,1
2312,1
2313,0
2314,1
2315,0
2316,0
2317,1
2318,1
2319,0
2320,0
2321,1
2322,0
2323,1
2324,0
2325,0
2326,1
2327,1
2328,0
2329,1
2330,0
2331,0
2332,1
2333,0
2334,0
2335,0
2336,1
2337,1
2338,1
2339,0
2340,0
2341,0
2342,0
2343,1
2344,0
2345,1
2346,1
2347,1
2348,0
2349,0
2350,0
2351,1
2352,0
2353,1
2354,0
2355,0
2356,1
2357,0
2358,1
2359,1
2360,0
2361,1
2362,0
2363,0
2364,0
2365,0
2366,0
2367,1
2368,1
2369,0
2370,1
2371,0
2372,1
2373,0
2374,1
2375,1
2376,1
2377,0
2378,0
2379,1
2380,1
2381,0
2382,1
2383,1
2384,0
2385,1
2386,0
2387,0
2388,0
2389,0
2390,1
2391,1
2392,0
2393,0
2394,1
2395,1
2396,1
2397,1
2398,0
2399,0
2400,1
2401,0
2402,0
2403,1
2404,1
2405,0
2406,1
2407,0
2408,0
2409,1
2410,0
2411,1
2412,1
2413,0
2414,1
2415,1
2416,0
2417,0
2418,1
2419,1
2420,1
2421,1
2422,0
2423,1
2424,1
2425,0
2426,0
2427,1
2428,1
2429,1
2430,0
2431,1
2432,1
2433,1
2434,1
2435,1
2436,0
2437,1
2438,1
2439,0
2440,0
2441,0
2442,0
2443,1
2444,0
2445,1
2446,0
2447,0
2448,0
2449,0
2450,0
2451,1
2452,1
2453,1
2454,1
2455,1
2456,1
2457,1
2458,0
2459,1
2460,1
2461,0
2462,0
2463,0
2464,1
2465,1
2466,0
2467,1
2468,1
2469,1
2470,1
2471,0
2472,0
2473,1
2474,0
2475,1
2476,1
2477,0
2478,1
2479,1
2480,1
2481,1
2482,0
2483,1
2484,1
2485,1
2486,1
2487,0
2488,1
2489,1
2490,0
2491,1
2492,1
2493,1
2494,1
2495,1
2496,1
2497,0
2498,0
2499,1
2500,0
2501,1
2502,1
2503,1
2504,1
2505,0
2506,1
2507,1
2508,1
2509,1
2510,0
2511,1
2512,0
2513,0
2514,1
2515,1
2516,0
2517,0
2518,0
2519,0
2520,1
2521,1
2522,0
2523,1
2524,1
2525,0
2526,0
2527,0
2528,1
2529,1
2530,1
2531,1
2532,1
2533,1
2534,0
2535,1
2536,1
2537,1
2538,1
2539,0
2540,0
2541,1
2542,1
2543,0
2544,0
2545,1
2546,1
2547,1
2548,0
2549,0
2550,0
2551,0
2552,1
2553,1
2554,0
2555,1
2556,1
2557,0
2558,1
2559,1
2560,0
2561,1
2562,0
2563,0
2564,0
2565,0
2566,1
2567,1
2568,1
2569,0
2570,1
2571,0
2572,1
2573,1
2574,0
2575,0
2576,0
2577,1
2578,0
2579,1
2580,0
2581,0
2582,1
2583,0
2584,0
2585,0
2586,1
2587,1
2588,0
2589,1
2590,0
2591,0
2592,1
2593,1
2594,0
2595,0
2596,0
2597,0
2598,1
2599,1
2600,1
2601,0
2602,1
2603,0
2604,1
2605,0
2606,1
2607,0
2608,1
2609,0
2610,0
2611,1
2612,1
2613,1
2614,1
2615,0
2616,1
2617,1
2618,1
2619,1
2620,0
2621,1
2622,1
2623,0
2624,0
2625,0
2626,0
2627,1
2628,1
2629,0
2630,1
2631,0
2632,1
2633,1
2634,1
2635,1
2636,0
2637,0
2638,0
2639,0
2640,0
2641,1
2642,1
2643,1
2644,1
2645,1
2646,0
2647,0
2648,0
2649,1
2650,0
2651,0
2652,0
2653,1
2654,0
2655,1
2656,0
2657,0
2658,0
2659,0
2660,1
2661,0
2662,1
2663,0
2664,0
2665,1
2666,0
2667,1
2668,1
2669,1
2670,1
2671,0
2672,1
2673,1
2674,0
2675,1
2676,1
2677,1
2678,0
2679,0
2680,1
2681,0
2682,1
2683,0
2684,0
2685,0
2686,0
2687,1
2688,1
2689,1
2690,1
2691,1
2692,0
2693,0
2694,0
2695,1
2696,1
2697,1
2698,0
2699,0
2700,0
2701,0
2702,1
2703,0
2704,1
2705,1
2706,1
2707,0
2708,1
2709,1
2710,0
2711,1
2712,1
2713,1
2714,0
2715,1
2716,0
2717,0
2718,0
2719,0
2720,1
2721,0
2722,1
2723,1
2724,0
2725,0
2726,1
2727,0
2728,1
2729,1
2730,1
2731,0
2732,0
2733,1
2734,1
2735,0
2736,1
2737,1
2738,0
2739,1
2740,1
2741,1
2742,0
2743,0
2744,0
2745,1
2746,0
2747,1
2748,0
2749,0
2750,0
2751,0
2752,0
2753,0
2754,0
2755,0
2756,1
2757,1
2758,0
2759,1
2760,1
2761,0
2762,0
2763,0
2764,0
2765,1
2766,1
2767,1
2768,1
2769,0
2770,1
2771,1
2772,1
2773,0
2774,1
2775,0
2776,0
2777,0
2778,0
2779,0
2780,1
2781,1
2782,0
2783,1
2784,1
2785,1
2786,1
2787,0
2788,1
2789,0
2790,0
2791,1
2792,0
2793,1
2794,1
2795,0
2796,0
2797,0
2798,1
2799,0
2800,0
2801,0
2802,1
2803,0
2804,0
2805,0
2806,1
2807,1
2808,0
2809,1
2810,1
2811,1
2812,0
2813,1
2814,1
2815,0
2816,1
2817,1
2818,0
2819,1
2820,0
2821,0
2822,1
2823,1
2824,0
2825,0
2826,0
2827,1
2828,1
2829,0
2830,1
2831,1
2832,0
2833,0
2834,1
2835,1
2836,1
2837,1
2838,0
2839,0
2840,0
2841,1
2842,1
2843,1
2844,1
2845,1
2846,0
2847,1
2848,1
2849,1
2850,1
2851,0
2852,1
2853,0
2854,1
2855,0
2856,1
2857,1
2858,0
2859,1
2860,1
2861,0
2862,0
2863,1
2864,0
2865,1
2866,1
2867,0
2868,1
2869,1
2870,1
2871,1
2872,1
2873,1
2874,1
2875,1
2876,1
2877,1
2878,0
2879,0
2880,1
2881,1
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0
2888,0
2889,1
2890,1
2891,0
2892,0
2893,0
2894,0
2895,1
2896,1
2897,0
2898,0
2899,1
2900,1
2901,0
2902,0
2903,0
2904,0
2905,1
2906,0
2907,0
2908,1
2909,1
2910,0
2911,1
2912,0
2913,0
2914,0
2915,1
2916,0
2917,1
2918,1
2919,0
2920,0
2921,0
2922,1
2923,1
2924,0
2925,1
2926,0
2927,1
2928,0
2929,1
2930,1
2931,1
2932,1
2933,1
2934,1
2935,0
2936,1
2937,0
2938,1
2939,1
2940,1
2941,0
2942,1
2943,1
2944,0
2945,1
2946,1
2947,1
2948,1
2949,1
2950,0
2951,0
2952,0
2953,0
2954,1
2955,0
2956,1
2957,1
2958,1
2959,1
2960,1
2961,1
2962,1
2963,1
2964,0
2965,1
2966,0
2967,1
2968,1
2969,0
2970,0
2971,1
2972,1
2973,0
2974,1
2975,1
2976,0
2977,0
2978,0
2979,1
2980,1
2981,0
2982,0
2983,0
2984,0
2985,1
2986,1
2987,1
2988,1
2989,1
2990,1
2991,1
2992,0
2993,1
2994,1
2995,0
2996,1
2997,1
